9.715;14.118;12.896;15.436
5.051;7.602;11.511;8.331
25.545;21.09;19.808;14.445
19.206;26.009;18.982;15.391
10.922;13.128;16.077;10.683
8.441;14.509;11.897;16.685
11.581;11.475;20.848;17.709
25.478;22.592;31.146;23.173
12.997;15.121;17.072;11.336
8.895;27.569;20.081;14.243
16.589;18.729;20.142;11.862
14.364;11.152;12.335;12.426
11.467;33.588;38.406;33.315
15.28;22.117;20.628;19.535
8.286;30.573;12.242;22.837
8.671;18.017;12.24;14.838
19.428;11.677;15.415;12.805
22.822;20.81;28.203;11.653
9.872;14.997;27.76;19.977
11.576;14.196;11.934;16.257
17.267;10.561;19.52;11.103
11.391;13.688;9.762;14.833
10.569;14.821;10.044;11.409
37.812;70.951;74.356;52.157
5.031;21.13;8.499;8.487
11.307;23.244;15.288;12.775
5.073;7.993;8.567;9.325
14.603;24.811;20.312;15.095
14.892;15.687;16.25;29.269
9.835;14.914;16.648;11.527
11.434;17.534;12.289;19.563
16.729;10.187;19.197;12.016
6.071;8.256;10.785;8.596
11.37;13.475;10.229;17.988
11.257;10.85;23.032;15.25
19.118;23.912;17.133;18.343
7.414;13.054;10.775;13.736
15.838;16.824;18.765;16.92
13.512;21.916;22.676;21.07
9.889;17.353;11.033;10.999
9.532;9.692;7.611;7.832
22.861;35.783;21;23.101
10.907;38.814;16.081;19.57
7.007;25.604;7.957;12.446
11.64;7.684;9.796;11.033
5.657;3.469;7.014;9.96
6.304;2.908;1.712;1.358
7.639;7.62;7.992;7.557
29.03;31.108;16.959;25.349
13.519;21.49;18.041;30.518
14.083;22.138;18.223;14.691
15.792;19.124;15.387;15.752
18.753;22.865;14.379;15.648
11.237;13.279;13.122;23.711
14.411;14.457;23.384;17.717
7.655;14.445;10.808;13.109
8.375;11.265;11.956;10.023
19.239;21.438;34.651;22.294
14.702;14.158;12.646;16.738
14.489;13.414;9.795;14.308
14.43;10.856;11.376;16.473
14.682;13.662;23.937;34.41
6.822;8.363;9.883;10.619
7.36;9.818;9.013;9.252
14.597;13.073;11.639;10.598
23.722;29.518;17.089;25.035
8.083;10.871;15.092;15.765
9.238;9.787;11.639;7.932
13.102;15.124;13.471;17.453
8.474;10.522;18.836;11.46
9.919;19.271;19.835;15.599
16.831;35.354;20.677;20.587
10.046;26.231;18.821;22.988
12.919;15.735;24.493;22.505
8.746;21.194;7.707;11.971
20.464;23.564;30.329;18.347
6.916;11.983;14.458;8.962
19.97;15.145;29.704;34.706
10.374;13.873;12.998;13.775
13.307;25.875;16.366;20.599
25.78;16.819;21.196;17.638
26.636;19.624;14.171;9.105
10.056;13.345;13.75;14.851
12.642;10.668;11.577;11.924
13.638;20.965;23.064;25.525
10.997;8.635;12.261;12.488
13.09;14.64;11.498;8.389
12.649;11.614;7.818;12.998
8.806;8.177;14.644;10.593
6.757;10.645;8.147;10.105
19.077;13.574;12.602;14.443
16.356;32.314;41.153;40.265
23.858;17.618;17.428;25.133
11.203;23.489;11.428;15.386
8.865;19.191;11.437;8.983
15.272;18.207;25.837;16.873
7.338;9.759;11.147;11.092
4.942;9.556;14.438;7.636
9.848;13.681;34.528;44.667
9.562;7.228;12.277;9.629
8.259;14.522;20.533;13.052
9.042;18.12;15.728;17.071
20.589;23.13;15.847;26.785
