9.715;12.896;14.118;15.436
5.051;11.511;7.602;8.331
25.545;19.808;21.09;14.445
19.206;18.982;26.009;15.391
10.922;16.077;13.128;10.683
8.441;11.897;14.509;16.685
11.581;20.848;11.475;17.709
25.478;31.146;22.592;23.173
12.997;17.072;15.121;11.336
8.895;20.081;27.569;14.243
16.589;20.142;18.729;11.862
14.364;12.335;11.152;12.426
11.467;38.406;33.588;33.315
15.28;20.628;22.117;19.535
8.286;12.242;30.573;22.837
8.671;12.24;18.017;14.838
19.428;15.415;11.677;12.805
22.822;28.203;20.81;11.653
9.872;27.76;14.997;19.977
11.576;11.934;14.196;16.257
17.267;19.52;10.561;11.103
11.391;9.762;13.688;14.833
10.569;10.044;14.821;11.409
37.812;74.356;70.951;52.157
5.031;8.499;21.13;8.487
11.307;15.288;23.244;12.775
5.073;8.567;7.993;9.325
14.603;20.312;24.811;15.095
14.892;16.25;15.687;29.269
9.835;16.648;14.914;11.527
11.434;12.289;17.534;19.563
16.729;19.197;10.187;12.016
6.071;10.785;8.256;8.596
11.37;10.229;13.475;17.988
11.257;23.032;10.85;15.25
19.118;17.133;23.912;18.343
7.414;10.775;13.054;13.736
15.838;18.765;16.824;16.92
13.512;22.676;21.916;21.07
9.889;11.033;17.353;10.999
9.532;7.611;9.692;7.832
22.861;21;35.783;23.101
10.907;16.081;38.814;19.57
7.007;7.957;25.604;12.446
11.64;9.796;7.684;11.033
5.657;7.014;3.469;9.96
6.304;1.712;2.908;1.358
7.639;7.992;7.62;7.557
29.03;16.959;31.108;25.349
13.519;18.041;21.49;30.518
14.083;18.223;22.138;14.691
15.792;15.387;19.124;15.752
18.753;14.379;22.865;15.648
11.237;13.122;13.279;23.711
14.411;23.384;14.457;17.717
7.655;10.808;14.445;13.109
8.375;11.956;11.265;10.023
19.239;34.651;21.438;22.294
14.702;12.646;14.158;16.738
14.489;9.795;13.414;14.308
14.43;11.376;10.856;16.473
14.682;23.937;13.662;34.41
6.822;9.883;8.363;10.619
7.36;9.013;9.818;9.252
14.597;11.639;13.073;10.598
23.722;17.089;29.518;25.035
8.083;15.092;10.871;15.765
9.238;11.639;9.787;7.932
13.102;13.471;15.124;17.453
8.474;18.836;10.522;11.46
9.919;19.835;19.271;15.599
16.831;20.677;35.354;20.587
10.046;18.821;26.231;22.988
12.919;24.493;15.735;22.505
8.746;7.707;21.194;11.971
20.464;30.329;23.564;18.347
6.916;14.458;11.983;8.962
19.97;29.704;15.145;34.706
10.374;12.998;13.873;13.775
13.307;16.366;25.875;20.599
25.78;21.196;16.819;17.638
26.636;14.171;19.624;9.105
10.056;13.75;13.345;14.851
12.642;11.577;10.668;11.924
13.638;23.064;20.965;25.525
10.997;12.261;8.635;12.488
13.09;11.498;14.64;8.389
12.649;7.818;11.614;12.998
8.806;14.644;8.177;10.593
6.757;8.147;10.645;10.105
19.077;12.602;13.574;14.443
16.356;41.153;32.314;40.265
23.858;17.428;17.618;25.133
11.203;11.428;23.489;15.386
8.865;11.437;19.191;8.983
15.272;25.837;18.207;16.873
7.338;11.147;9.759;11.092
4.942;14.438;9.556;7.636
9.848;34.528;13.681;44.667
9.562;12.277;7.228;9.629
8.259;20.533;14.522;13.052
9.042;15.728;18.12;17.071
20.589;15.847;23.13;26.785
0;0;0;0
0;0;0;0
0;0;0;0
