age;availresolution;code;edu;gender;resolution;system;time;vpid;cid
52;1152x834;DUSNPS;Tech School;male;1152x864;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36;2016-07-05T06:23:47-04:00;150;DUSNPS
26;1920x1040;GFXCEU;Masters;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T11:22:15+01:00;151;GFXCEU
38;1280x800;EMBMUO;university degree;male;1280x800;Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T06:24:29-04:00;152;EMBMUO
35;375x647;XLZPNS;Bachelor;male;375x667;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T06:25:12-04:00;153;XLZPNS
36;570x320;HMQAXH;Some College;male;570x320;"Mozilla/5.0 (Linux; Android 5.1.1; LGL52VL Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36";2016-07-05T06:25:36-04:00;154;HMQAXH
26;1280x984;XRURAU;college degree;female;1280x1024;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T05:25:59-05:00;155;XRURAU
35;1366x728;FMZJTZ;College;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T15:26:38+05:00;156;FMZJTZ
63;1680x955;SPPASF;master;female;1680x1050;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36";2016-07-05T06:26:50-04:00;157;SPPASF
63;1680x955;VPVQXK;master s degree;female;1680x1050;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36";2016-07-05T06:27:13-04:00;158;VPVQXK
35;1366x728;WPNNCK;Master s;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:28:31-04:00;159;WPNNCK
36;1280x728;ZKVYNX;Masters;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.7.12 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.12";2016-07-05T06:28:43-04:00;160;ZKVYNX
55;1400x1020;HXSNBQ;Associate Degree  AS ;male;1400x1050;"Mozilla/5.0 (Windows NT 6.0; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:29:17-04:00;161;HXSNBQ
49;1303x693;ZGNHXL;Associate;male;1303x731;"Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T06:29:49-04:00;162;
49;1303x693;ZHKDJM;Associate;male;1303x731;"Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T06:31:03-04:00;163;ZHKDJM
33;1366x728;BMEPPF;MS;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:32:36-04:00;164;BMEPPF
49;1982x1055;QRRZRR;Associate;male;1982x1113;"Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T06:32:56-04:00;165;QRRZRR
66;1280x800;JZUZRS;college ;male;1280x800;"Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-T530NU Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.3 Chrome/38.0.2125.102 Safari/537.36";2016-07-05T06:35:54-04:00;166;JZUZRS
47;1366x728;KOZHPC;Bachelor s Degree;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:36:58-05:00;167;KOZHPC
50;1600x860;NODQCN;college grad ;male;1600x900;Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T03:39:41-07:00;168;NODQCN
46;1366x728;XCBWDK;high school;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:41:20-04:00;169;XCBWDK
31;1600x860;FLGEMX;MA;female;1600x900;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:43:08-04:00;170;FLGEMX
25;1366x728;INEBLR;ba;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:44:03-04:00;171;INEBLR
31;667x375;TKSGXV;Masters ;female;375x667;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T06:44:43-04:00;172;TKSGXV
42;360x640;ENCDIE;Ba degree;male;360x640;"Mozilla/5.0 (Linux; Android 5.0.1; SM-N910V Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36";2016-07-05T06:45:21-04:00;173;ENCDIE
31;1366x728;BZPRKK;Masters;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:46:38-04:00;174;BZPRKK
29;1366x728;KRTWKF;Bachelor s;female;1366x768;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:47:23-04:00;175;KRTWKF
34;1366x728;RKVMFG;Master s Degree;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:47:51-04:00;176;RKVMFG
29;1440x860;SZAYRH;Bachelors;male;1440x900;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:48:53-04:00;177;SZAYRH
45;1920x1050;LWEGOF;College;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T13:52:58+03:00;178;LWEGOF
26;1600x860;BDJYKJ;Some College;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:54:08-04:00;180;BDJYKJ
31;1600x900;RLTMKE;BS Degree;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:54:16-04:00;181;RLTMKE
65;1600x860;WKBAHI;2 YEAR COLLEGE DEGREE;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:55:41-04:00;183;WKBAHI
30;375x647;SXJNYJ;High school ;male;375x667;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T03:56:34-07:00;184;SXJNYJ
42;1280x984;RIWQNE;BS degree;male;1280x1024;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T06:57:10-04:00;185;RIWQNE
22;1600x860;LFJNIK;College;female;1600x900;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:57:24-06:00;186;LFJNIK
24;1920x1080;JGXEXS;BA;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:58:14-04:00;187;JGXEXS
48;1366x728;AQDZEL;Bachelor s degree;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:58:26-05:00;188;AQDZEL
24;1920x1080;HWPYKX;BA;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:58:48-04:00;189;HWPYKX
51;1366x728;WMVDSN;High school gradute;female;1366x768;"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; TNJB; rv:11.0) like Gecko";2016-07-05T07:01:31-04:00;190;
30;1280x996;YNNIVS;High School Graduate;female;1280x1024;"Mozilla/5.0 (Windows NT 5.1; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:02:38-04:00;191;YNNIVS
31;1366x728;LLURZV;Masters;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:02:22-06:00;192;LLURZV
31;1366x728;IQHHAY;United States Marine Corps;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:03:15-04:00;194;IQHHAY
50;1920x1001;TRNTKP;College;female;1920x1080;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:03:56-07:00;195;TRNTKP
19;1362x745;VDVRAB;High School;female;1366x768;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:05:05-04:00;196;VDVRAB
24;1920x1040;SPLZWN;MS;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:05:16-05:00;197;SPLZWN
39;1280x990;YNERWE;College degree;male;1280x1024;"Mozilla/5.0 (Windows NT 5.1; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T14:05:50+03:00;198;YNERWE
22;1366x728;AENXHD;Bachloer s;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:06:22-04:00;199;AENXHD
30;1366x728;WXBNDE;A Levels;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T12:06:45+01:00;200;WXBNDE
50;1366x728;BYNJOI;High School;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:07:44-04:00;202;BYNJOI
42;1600x860;LDXXQH;GED;male;1600x900;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586";2016-07-05T07:07:12-04:00;201;LDXXQH
42;1600x860;SNLISM;ged;male;1600x900;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586";2016-07-05T07:08:55-04:00;204;SNLISM
31;1920x1040;QSIJMJ;some college;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:08:53-04:00;203;QSIJMJ
50;800x564;QVOBPQ;BA;male;800x600;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36;2016-07-05T07:14:19-04:00;205;QVOBPQ
61;1280x706;LPYPSV;BS;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:14:14-04:00;206;LPYPSV
26;375x647;WDZCBC;Bachelor;female;375x667;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T07:14:51-04:00;208;WDZCBC
28;1280x760;QDBLQZ;Bachelor s Degree;female;1280x800;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T04:14:49-07:00;207;QDBLQZ
37;1440x860;ZUQKNO;high school;female;1440x900;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:16:01-05:00;209;ZUQKNO
36;1280x960;FVTYJC;high school diploma;female;1280x960;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T06:16:45-05:00;210;FVTYJC
36;1280x960;FVTYJC;high school diploma;female;1280x960;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T06:16:45-05:00;210;FVTYJC
51;1366x728;SQDQLH;high school;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:17:00-07:00;211;SQDQLH
55;1024x600;QWZYGF;College;male;1024x600;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T07:18:37-04:00;212;QWZYGF
30;1024x748;DBOLDC;Graduate degree;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1";2016-07-05T07:19:23-04:00;213;DBOLDC
28;1366x728;NXXIDY;College Graduate;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:20:34-04:00;214;NXXIDY
31;1440x836;FUQLVG;phd;female;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:20:57-04:00;215;FUQLVG
23;1536x824;SJCAPM;Some post graduate college;male;1536x864;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:21:21-04:00;216;SJCAPM
34;1366x738;DCOUOW;MBA;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; InfoPath.2; SLCC2; Media Center PC 6.0; InfoPath.3; rv:11.0) like Gecko";2016-07-05T13:21:22+02:00;218;DCOUOW
68;1920x1080;GLBAWD;high school;male;1920x1080;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:20:28-04:00;217;GLBAWD
30;1280x716;WANZEQ;Graduate school;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4";2016-07-05T07:21:54-04:00;219;WANZEQ
38;1920x1080;ICVVRF;college;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:22:30-04:00;220;ICVVRF
38;1920x1080;JLXHBP;college;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T07:22:35-04:00;222;JLXHBP
34;1366x738;ODOHTD;MBA;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; InfoPath.2; SLCC2; Media Center PC 6.0; InfoPath.3; rv:11.0) like Gecko";2016-07-05T13:22:51+02:00;223;ODOHTD
58;1920x1080;JVLTDQ;high school;female;1920x1080;"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; HPNTDFJS; H9P; Tablet PC 2.0; InfoPath.3; GWX:DOWNLOADED; GWX:RESERVED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T07:22:16-04:00;225;JVLTDQ
37;601x962;GIIJVO;Some college;female;601x962;"Mozilla/5.0 (Linux; Android 6.0; LG-V495 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Safari/537.36";2016-07-05T04:23:00-07:00;224;GIIJVO
30;768x1004;QJOZDX;Graduate;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/50.0.2661.95 Mobile/13F69 Safari/601.1.46";2016-07-05T06:23:27-05:00;226;QJOZDX
32;1440x830;XBIAXO;bachelors degree;female;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:45.0) Gecko/20100101 Firefox/45.0";2016-07-05T07:24:51-04:00;221;XBIAXO
31;375x647;XYMOXV;Professional school;male;375x667;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T07:24:50-04:00;227;XYMOXV
24;1366x728;MGOPEG;some college ;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:25:57-04:00;228;MGOPEG
30;1366x728;LGCSAB;college;female;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36;2016-07-05T06:26:03-05:00;229;LGCSAB
34;1366x728;IXSQBQ;grad school;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:26:18-05:00;230;IXSQBQ
53;1366x728;AJWUGX;college graduate;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; Tablet PC 2.0; rv:11.0) like Gecko";2016-07-05T07:27:38-04:00;231;AJWUGX
53;1024x740;SGWGLB;12;female;1024x768;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36;2016-07-05T06:28:00-05:00;232;SGWGLB
44;1920x1040;QEDAQC;college graduate;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:28:14-04:00;234;QEDAQC
24;1366x728;PBWRQT;some college ;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:28:19-04:00;233;PBWRQT
53;1366x728;UIDHIL;college graduate;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:29:27-04:00;236;UIDHIL
31;1600x860;ECTXRJ;some high school;male;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T09:52:00-06:00;237;ECTXRJ
27;1280x730;JDLRXH;Master s Degree;male;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36";2016-07-05T07:29:12-04:00;235;JDLRXH
53;1024x740;UXYWGO;12;female;1024x768;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36;2016-07-05T06:30:27-05:00;239;UXYWGO
53;1024x740;UXYWGO;12;female;1024x768;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36;2016-07-05T06:30:27-05:00;239;UXYWGO
38;1024x748;XJONNT;Bachelors;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_0_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13A404 Safari/601.1";2016-07-05T06:29:59-05:00;238;XJONNT
35;1440x792;GEYOLC;PhD;male;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:30:35-04:00;240;GEYOLC
49;1600x876;ROLZTE;BS;male;1600x900;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T07:30:37-04:00;241;ROLZTE
58;1280x994;SDBUMP;high school;female;1280x1024;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:32:39-04:00;242;SDBUMP
38;1366x728;KZZDMK;college graduate;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:33:20-04:00;243;KZZDMK
38;1366x728;BCOZKZ;bachelors;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko";2016-07-05T06:34:40-05:00;244;BCOZKZ
38;1920x1080;JOTCQK;college;female;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:35:48-04:00;245;JOTCQK
32;1024x556;WMDDWE;Juris Doctor;male;1024x600;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T07:35:54-04:00;246;WMDDWE
30;1440x860;RRGSVY;Bachelor s Degree;female;1440x900;"Mozilla/5.0 (Windows NT 6.1; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T07:36:32-04:00;247;RRGSVY
38;1366x728;PZRHIQ;bachelors;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko";2016-07-05T06:36:51-05:00;249;PZRHIQ
25;1280x774;PNUVQJ;BS in comp sci;female;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36";2016-07-05T07:37:10-04:00;250;PNUVQJ
41;1920x1057;NGGOKT;BA;male;1920x1080;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17";2016-07-05T07:36:43-04:00;248;NGGOKT
56;1538x900;FRHYZI;Graduated College;female;1600x900;"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; GWX:RESERVED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T06:37:31-05:00;251;FRHYZI
25;1920x979;AKQJTW;college ;male;1920x1080;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T12:38:02+01:00;252;AKQJTW
58;1920x1080;NGCQPX;high school;female;1920x1080;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:37:20-04:00;253;NGCQPX
40;1920x1080;APWGIL;Masters;male;1920x1080;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:39:30-04:00;254;APWGIL
43;1440x860;KRAHFX;High School Graduate;male;1440x900;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.60 Safari/537.36";2016-07-05T07:40:18-04:00;256;KRAHFX
41;1366x728;XTUAPR;bachelor s degree;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T07:39:58-04:00;255;XTUAPR
